0.3	0.5	514.623
0.4	0.5	710.799
0.5	0.5	601.869
0.6	0.5	630.646
0.7	0.5	715.469
0.8	0.5	381.605
0.9	0.5	699.038
1	0.5	220.145
1.1	0.5	399.115
1.2	0.5	293.236
1.3	0.5	-53.0764
1.4	0.5	430.665
1.5	0.5	-266.716
1.6	0.5	339.976
1.7	0.5	12.9791
1.8	0.5	13.0827
1.9	0.5	566.36
2	0.5	-166.535
2.1	0.5	865.183
2.2	0.5	171.844
2.3	0.5	635.546
2.4	0.5	884.685
2.5	0.5	197.989
2.6	0.5	1336.47
2.7	0.5	140.933
2.8	0.5	1029.04
2.9	0.5	629.539
3	0.5	192.377
3.1	0.5	1135.27
3.2	0.5	-367.163
3.3	0.5	972.778
3.4	0.5	-90.7257
3.5	0.5	116.271
3.6	0.5	701.09
3.7	0.5	-637.01
3.8	0.5	1111.55
3.9	0.5	-443.601
4	0.5	651.809
